Versjon: 03.02.2012 
Fjarstivhet: k=10.00 N/m 
Masse: m=0.10 kg 
Friksjonsparameter: b=0.67 Ns/m 
Friksjonsparameter: D=0.31  Ns^2/m^2 
Tid: T=5.00 s 
Tidssteg: dt=10.00 s 
Omega: 10.00 s^-1 
Gamma: 3.33 s^-1 
Maksimal hastighet: v_max=2.13 m/s 
Diffligning: a = -(k/m)*x-(b/m)*v-(D/m)|v|*v 
Beregnede data: t(i)[s]   x(i)[m]   v(i)[m/s] 
                2.26       0.00       -0.00 
                2.27       0.00       -0.00 
                2.28       0.00       -0.00 
                2.29       0.00       -0.00 
                2.30       0.00       -0.00 
                2.31       0.00       -0.00 
                2.32       0.00       -0.00 
                2.33       0.00       -0.00 
                2.34       0.00       -0.00 
                2.35       0.00       -0.00 
                2.36       0.00       -0.00 
                2.37       0.00       -0.00 
                2.38       0.00       -0.00 
                2.39       0.00       -0.00 
                2.40       -0.00       -0.00 
                2.41       -0.00       -0.00 
                2.42       -0.00       -0.00 
                2.43       -0.00       -0.00 
                2.44       -0.00       -0.00 
                2.45       -0.00       -0.00 
                2.46       -0.00       -0.00 
                2.47       -0.00       -0.00 
                2.48       -0.00       -0.00 
                2.49       -0.00       -0.00 
                2.50       -0.00       -0.00 
                2.51       -0.00       -0.00 
                2.52       -0.00       -0.00 
                2.53       -0.00       0.00 
                2.54       -0.00       0.00 
                2.55       -0.00       0.00 
                2.56       -0.00       0.00 
                2.57       -0.00       0.00 
                2.58       -0.00       0.00 
                2.59       -0.00       0.00 
                2.60       -0.00       0.00 
                2.61       -0.00       0.00 
                2.62       -0.00       0.00 
                2.63       -0.00       0.00 
                2.64       -0.00       0.00 
                2.65       -0.00       0.00 
                2.66       -0.00       0.00 
                2.67       -0.00       0.00 
                2.68       -0.00       0.00 
                2.69       -0.00       0.00 
                2.70       -0.00       0.00 
                2.71       -0.00       0.00 
                2.72       -0.00       0.00 
                2.73       0.00       0.00 
                2.74       0.00       0.00 
                2.75       0.00       0.00 
                2.76       0.00       0.00 
                2.77       0.00       0.00 
                2.78       0.00       0.00 
                2.79       0.00       0.00 
                2.80       0.00       0.00 
                2.81       0.00       0.00 
                2.82       0.00       0.00 
                2.83       0.00       0.00 
                2.84       0.00       0.00 
                2.85       0.00       0.00 
                2.86       0.00       -0.00 
                2.87       0.00       -0.00 
                2.88       0.00       -0.00 
                2.89       0.00       -0.00 
                2.90       0.00       -0.00 
                2.91       0.00       -0.00 
                2.92       0.00       -0.00 
                2.93       0.00       -0.00 
                2.94       0.00       -0.00 
                2.95       0.00       -0.00 
                2.96       0.00       -0.00 
                2.97       0.00       -0.00 
                2.98       0.00       -0.00 
                2.99       0.00       -0.00 
                3.00       0.00       -0.00 
                3.01       0.00       -0.00 
                3.02       0.00       -0.00 
                3.03       0.00       -0.00 
                3.04       0.00       -0.00 
                3.05       0.00       -0.00 
                3.06       0.00       -0.00 
                3.07       -0.00       -0.00 
                3.08       -0.00       -0.00 
                3.09       -0.00       -0.00 
                3.10       -0.00       -0.00 
                3.11       -0.00       -0.00 
                3.12       -0.00       -0.00 
                3.13       -0.00       -0.00 
                3.14       -0.00       -0.00 
                3.15       -0.00       -0.00 
                3.16       -0.00       -0.00 
                3.17       -0.00       -0.00 
                3.18       -0.00       -0.00 
                3.19       -0.00       -0.00 
                3.20       -0.00       0.00 
                3.21       -0.00       0.00 
                3.22       -0.00       0.00 
                3.23       -0.00       0.00 
                3.24       -0.00       0.00 
                3.25       -0.00       0.00 
                3.26       -0.00       0.00 
                3.27       -0.00       0.00 
                3.28       -0.00       0.00 
                3.29       -0.00       0.00 
                3.30       -0.00       0.00 
                3.31       -0.00       0.00 
                3.32       -0.00       0.00 
                3.33       -0.00       0.00 
                3.34       -0.00       0.00 
                3.35       -0.00       0.00 
                3.36       -0.00       0.00 
                3.37       -0.00       0.00 
                3.38       -0.00       0.00 
                3.39       -0.00       0.00 
                3.40       0.00       0.00 
                3.41       0.00       0.00 
                3.42       0.00       0.00 
                3.43       0.00       0.00 
                3.44       0.00       0.00 
                3.45       0.00       0.00 
                3.46       0.00       0.00 
                3.47       0.00       0.00 
                3.48       0.00       0.00 
                3.49       0.00       0.00 
                3.50       0.00       0.00 
                3.51       0.00       0.00 
                3.52       0.00       0.00 
                3.53       0.00       -0.00 
                3.54       0.00       -0.00 
                3.55       0.00       -0.00 
                3.56       0.00       -0.00 
                3.57       0.00       -0.00 
                3.58       0.00       -0.00 
                3.59       0.00       -0.00 
                3.60       0.00       -0.00 
                3.61       0.00       -0.00 
                3.62       0.00       -0.00 
                3.63       0.00       -0.00 
                3.64       0.00       -0.00 
                3.65       0.00       -0.00 
                3.66       0.00       -0.00 
                3.67       0.00       -0.00 
                3.68       0.00       -0.00 
                3.69       0.00       -0.00 
                3.70       0.00       -0.00 
                3.71       0.00       -0.00 
                3.72       0.00       -0.00 
                3.73       -0.00       -0.00 
                3.74       -0.00       -0.00 
                3.75       -0.00       -0.00 
                3.76       -0.00       -0.00 
                3.77       -0.00       -0.00 
                3.78       -0.00       -0.00 
                3.79       -0.00       -0.00 
                3.80       -0.00       -0.00 
                3.81       -0.00       -0.00 
                3.82       -0.00       -0.00 
                3.83       -0.00       -0.00 
                3.84       -0.00       -0.00 
                3.85       -0.00       -0.00 
                3.86       -0.00       0.00 
                3.87       -0.00       0.00 
                3.88       -0.00       0.00 
                3.89       -0.00       0.00 
                3.90       -0.00       0.00 
                3.91       -0.00       0.00 
                3.92       -0.00       0.00 
                3.93       -0.00       0.00 
                3.94       -0.00       0.00 
                3.95       -0.00       0.00 
                3.96       -0.00       0.00 
                3.97       -0.00       0.00 
                3.98       -0.00       0.00 
                3.99       -0.00       0.00 
                4.00       -0.00       0.00 
                4.01       -0.00       0.00 
                4.02       -0.00       0.00 
                4.03       -0.00       0.00 
                4.04       -0.00       0.00 
                4.05       -0.00       0.00 
                4.06       0.00       0.00 
                4.07       0.00       0.00 
                4.08       0.00       0.00 
                4.09       0.00       0.00 
                4.10       0.00       0.00 
                4.11       0.00       0.00 
                4.12       0.00       0.00 
                4.13       0.00       0.00 
                4.14       0.00       0.00 
                4.15       0.00       0.00 
                4.16       0.00       0.00 
                4.17       0.00       0.00 
                4.18       0.00       0.00 
                4.19       0.00       0.00 
                4.20       0.00       -0.00 
                4.21       0.00       -0.00 
                4.22       0.00       -0.00 
                4.23       0.00       -0.00 
                4.24       0.00       -0.00 
                4.25       0.00       -0.00 
                4.26       0.00       -0.00 
                4.27       0.00       -0.00 
                4.28       0.00       -0.00 
                4.29       0.00       -0.00 
                4.30       0.00       -0.00 
                4.31       0.00       -0.00 
                4.32       0.00       -0.00 
                4.33       0.00       -0.00 
                4.34       0.00       -0.00 
                4.35       0.00       -0.00 
                4.36       0.00       -0.00 
                4.37       0.00       -0.00 
                4.38       0.00       -0.00 
                4.39       0.00       -0.00 
                4.40       -0.00       -0.00 
                4.41       -0.00       -0.00 
                4.42       -0.00       -0.00 
                4.43       -0.00       -0.00 
                4.44       -0.00       -0.00 
                4.45       -0.00       -0.00 
                4.46       -0.00       -0.00 
                4.47       -0.00       -0.00 
                4.48       -0.00       -0.00 
                4.49       -0.00       -0.00 
                4.50       -0.00       -0.00 
                4.51       -0.00       -0.00 
                4.52       -0.00       -0.00 
                4.53       -0.00       0.00 
                4.54       -0.00       0.00 
                4.55       -0.00       0.00 
                4.56       -0.00       0.00 
                4.57       -0.00       0.00 
                4.58       -0.00       0.00 
                4.59       -0.00       0.00 
                4.60       -0.00       0.00 
                4.61       -0.00       0.00 
                4.62       -0.00       0.00 
                4.63       -0.00       0.00 
                4.64       -0.00       0.00 
                4.65       -0.00       0.00 
                4.66       -0.00       0.00 
                4.67       -0.00       0.00 
                4.68       -0.00       0.00 
                4.69       -0.00       0.00 
                4.70       -0.00       0.00 
                4.71       -0.00       0.00 
                4.72       -0.00       0.00 
                4.73       0.00       0.00 
                4.74       0.00       0.00 
                4.75       0.00       0.00 
                4.76       0.00       0.00 
                4.77       0.00       0.00 
                4.78       0.00       0.00 
                4.79       0.00       0.00 
                4.80       0.00       0.00 
                4.81       0.00       0.00 
                4.82       0.00       0.00 
                4.83       0.00       0.00 
                4.84       0.00       0.00 
                4.85       0.00       0.00 
                4.86       0.00       -0.00 
                4.87       0.00       -0.00 
                4.88       0.00       -0.00 
                4.89       0.00       -0.00 
                4.90       0.00       -0.00 
                4.91       0.00       -0.00 
                4.92       0.00       -0.00 
                4.93       0.00       -0.00 
                4.94       0.00       -0.00 
                4.95       0.00       -0.00 
                4.96       0.00       -0.00 
                4.97       0.00       -0.00 
                4.98       0.00       -0.00 
